"Manufacturer Name","Model Name","HardWare Number","FirmWare Number","Application Number","Approval Number","Version","Product Type","Expiry Date","Approval Class","PIN Support","Key Management","Prompt Control","PIN Entry Technology","Functions Provided","not_marketed"
"Vanstone Electronic (Beijing) Co., Ltd.","V80","V03","V1.0","V1.0","4-40119","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,PIN Entry","0"
"Vanstone Electronic (Beijing) Co., Ltd.","V71","V1.00","V1.03","","4-40178","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Vanstone Electronic (Beijing) Co., Ltd.","V80 SE","V1.00","V1.03","","4-40179","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Vanstone Electronic (Beijing) Co., Ltd.","VM20","V1.00","V1.00","","4-40192","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Vanstone Electronic (Beijing) Co., Ltd.","V10 III","V1.00","V1.00","","4-30258","4.x","PED","30 Apr 2023","PED","Online","Fixed,MK/SK,DUKPT","Vendor-controlled","Physical Keypad","Display,CTLS,PIN Entry,SRED","0"
"Vanstone Electronic (Beijing) Co., Ltd.","V70","V1.00","V1.04","","4-40212","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Vanstone Electronic (Beijing) Co., Ltd.","V60 SE","C206-4673-xxx5-1xx (for the Black version), C206-4673-xxx5-1xx-xB1 (for the Red version)","V1.01.xx","","4-30266","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,PIN Entry,OP,SRED","0"
"Vanstone Electronic (Beijing) Co., Ltd.","A90","1.x0 (WIFI + BT), 1.x1 (WIFI), 1.x2 (BT)","1.x0 (WIFI + BT)","","4-30269","5.x","PED","30 Apr 2026","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Touch Screen","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Vanstone Electronic (Beijing) Co., Ltd.","V37 MIS, V37 DOCK","C17M-4677-00x4-1xx (V37 MIS), (CTLS), C17M-467F-00x4-1xx (V37 MIS), (Non CTLS), C17H-4677-00x4-1xx (V37 Dock) (CTLS), C17H-467F-00x4-1xx (V37 Dock) (Non CTLS)","V1.00.xx","","4-30280","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Verifone Elektronik ve Danismanlik Ltd. Sti.","MX915 ECR-C","P177-409-xx-xxx-4 (MX915 ECR-C)","Vault: 11.x.x; 12.x.x, AppM: 5.x.x; 5A.x.x; 6.x.x, SRED: 4.x.x, 5.x.x, OP: 5.x.x, 6.x.x, 7.x.x, Vault: 15.x.x, AppM: 9.x.x, SRED: 7.x.x, Vault: 14.x.x; AppM: 8.x.x","","4-30275","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Verifone Systems (China) Inc.","Vx520S","M252-85X-0X-XXX-4","QT520450.xxxxxxxx","","4-10215","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Verifone Systems (China) Inc.","J300","M190-ab3-01-xxd-4 (CTLS), M190-ab3-11-xxd-4 (Non CTLS), M190-ab3-71-xxd-4 (CTLS with 1D Barcode), M190-ab3-81-xxd-4 (CTLS with 2D bar code)","CPJ300141.xxxxxx","","4-30248","4.x","PED","30 Apr 2023","PED","Online","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,CTLS,PIN Entry","0"
"Verifone Systems (China) Inc.","PP1000se v3, PP1000se v3 CN","M180-08x-xx-xxx-4, H180-04-40-xxx-0x-A0","QT100280-xxxxxxxx, QT100290.xxxxxxxx","","4-10214","4.x","PED","30 Apr 2023","PED","Online","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,CTLS,PIN Entry","0"
"Verifone Systems (China) Inc.","X990","M550-104-xx-xxx-4","V1.0.1.xxxxxxxx","","4-30254","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","MK/SK","Vendor-controlled","Touch Screen","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Verifone Systems (China) Inc.","Vx820","M282-XXX-XX-XXX-3","Non-SRED: QT820010, QT820011, QT820012, QT820013, QT820014, QT820015, QT820016, SRED: QT820104, QT820106, QT820107, QT820109, QT820110, QT820111, QT820112, QT820113, QT820120, QT820121, QT820201, QT820240, QT820340, QT820301, QT820242, QT820241, QT820243, QT820244, QT820245, QT820240.xxxxxxxx, QT820246.xxxxxxxx, QTyy0400.xxxxxxxx, QTyy0500.xxxxxxxx","","4-10216","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Verifone Systems (China) Inc.","C680, C680 WIFI-BT, C680 CDMA, C680 3G","M268-82x-Cx-xxx-4, M268-84x-Cx-xxx-4 (C680 WIFI-BT), M268-83x-Cx-xxx-4 (C680 CDMA), M268-85x-Cx-xxx-4 (C680 3G), M268-823-8x-xxx-4 (CTLS- 2D Barcode)","QTyy0450.xxxxxxxx, OP: 1.x.x.x, QTyy0460.xxxxxxxx","","4-10213","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Verifone Systems (China) Inc.","C520H","M252-253-Cx-xxx-4 (CTLS), M252-253-3x-xxx-4 (non-CTLS), M252-223-C5-xxx-4, M252-223-C5-xxx-4 (GPRS, CTLS), M252-223-3x-xxx-4 (GPRS, non-CTLS), M252-243-Cx-xxx-4 (WIFI-BT, M252-243-3x-xxx-4 (WIFI-BT, M252-253-Ex-xxx-4 (non-CTLS, non-Touch), M252-223-Ex-xxx-4 (GPRS, non-CTLS, M252-253-Cx-xxx-4B (CTLS), M252-253-3x-xxx-4B (nonCTLS)","QTyy0450.Xxxxxxxx, OP: 1.x.x.x, QTyy0460.xxxxxxxx","","4-10212","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Verifone Systems (China) Inc.","X970","M551-104-xx-xxx-5","V1.0.1","","4-30296","5.x","PED","30 Apr 2026","PED","Online &amp; Offline","MK/SK,DUKPT","Acquirer-controlled","Touch Screen","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Verifone, Inc.","Vx525","M252-5xx-xx-xxx-3","SRED: QT520106","","4-10118","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","ICCR,MSR,PIN Entry,SRED","0"
"Verifone, Inc.","Optimum M-5 (Verix)","M465-x7x-xx-xxx-3, M465-x8x-xx-xxx-3, M465-x9x-xx-xxx-3","SRED: QT650101, QT650102, QT650103, QT650104","","4-10139","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,PIN Entry,OP,SRED","0"
"Verifone, Inc.","PP1000sec","V09","1.0","","4-60181","3.x","PED","30 Apr 2020","PED","Online","Fixed,MK/SK,DUKPT","Vendor-controlled","Physical Keypad","Display,PIN Entry","0"
"Verifone, Inc.","SCR-710, Mx760 SCR","P090-719-30-RB, SUB090-004-01-A","SRED:  Bootloader: 2.0.0, Layer2: 1.3.x","","4-10175","3.x","OEM SCR","30 Apr 2020","SCR","Offline","Fixed","N/A","N/A","ICCR,MSR,SRED","0"
"Verifone, Inc.","EPP V6 Vario","P931-3xxx-0x","1901 - 04.1x, 1915 - 03.1x, 1921 - 04.0x, 1932 - 01.3x, 1950 - 06.2x, 1950 - 07.0x, 1960 - 06.2x, 1960 - 07.0x, 1964 - 01.0x, 1965 - 01.0x, 1975 - 02.3x, 1975 - 03.0x","","4-20276","3.x","OEM EPP","30 Apr 2020","EPP","Online","Fixed,MK/SK,DUKPT","N/A","Physical Keypad","PIN Entry","0"
"Verifone, Inc.","FD55","M252-1xx-x3-FD1-3","QT550101, QT550245","","4-30066","3.x","PED","30 Apr 2020","PED","Online","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,MSR,PIN Entry,OP","0"
"Verifone, Inc.","e335","M087-321-x0-xxx, M087-322-x0-xxx","SRED: QTE30102, QTE30104, QTE30201, QTE30202, QTE30203, QTE30204, Bootloader is v1.00, 5, Application is v2.03 and v2.0, QTE30205.xxxxxxxx, QTE30310.xxxxxxxx, OP: 1.x.x.x","","4-30114","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Touch Screen","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Verifone, Inc.","EPP V6","P930-3xxx-0x","1901 - 04.1x, 1915 - 03.1x, 1921 - 04.0x, 1932 - 01.3x, 1950 - 06.2x, 1950 - 07.0x, 1960 - 06.2x, 1960 - 07.0x, 1964 - 01.0x, 1965 - 01.0x, 1975 - 02.3x, 1975 - 03.0x, 1978 - 02.07, 1976 - 03.0x","","4-20275","3.x","OEM EPP","30 Apr 2020","EPP","Online","Fixed,MK/SK,DUKPT","N/A","Physical Keypad","PIN Entry","0"
"Verifone, Inc.","e105","M087-412-XX-XXX, E105B-WW-M0x-P","SRED: 2.0.0, 2.1.3, 2.1.6, 2.1.7, 2.1.8, 2.1.9, 2.2.0, 2.3.0","","4-10143","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","DUKPT","N/A","Physical Keypad","ICCR,MSR,PIN Entry,SRED","0"
"Verifone, Inc.","VX 690, VX 690B","M260-x1x-xx-xxx-3, M260-x5x-xx-xxx-3, M260-x1x-xx-xxx-3B, M260-x5x-xx-xxx-3B, M260-x1x-xx-xxx-3C, M260-x5x-xx-xxx-3C, M260-x1x-xx-xxx-3D, M260-x5x-xx-xxx-3D","SRED (CTLS): QT690260, QT690261, QT690262, QT690263, QT690262.xxxxxxxx, QT690264.xxxxxxxx, QTyy0500.xxxxxxxx","","4-30128","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Verifone, Inc.","e275","MP200-HW-v1.04, M087-410-02-PAG Rev. A, M087-410-02-BRA Rev.A00","xxxx-xxxx-xxxx-0026","","4-40175","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Verifone, Inc.","UX STAPAD","M159-9x0-xxx-xxx REV.Axx","Ux100: OEM PED, see approval number 4-20259, Ux300: OEM SCR","","4-20296","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,PIN Entry,OP,SRED","0"
"Verifone, Inc.","H5000","Non SRED: H5000-1x00xx, H5000-1x01xx, SRED: H5000-1x02xx","SecureCore5000 01.02 (Non SRED), 6667-3-230-2DPR, 01.03 (CDF Security Provider), SecureCore5000 1.04 (Non SRED), 6667-3-230-2DPR 02.01 (CDF Security Provider), SecureCore5000 2.01 (SRED), 6667-3-230-2DPR 03.01 (CDF Security Provider)","6667-3-222-60PR (ADF-EMV), 6667-3-222-Y0PR (ADF-Online)","4-20226","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Verifone, Inc.","Vx520S","M252-85X-0X-XXX-4","QT520450.xxxxxxxx","","4-10207","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Verifone, Inc.","Ux110 / Ux200 / Ux300 / Ux400","Ux110: M159-11x-xxx-xxx, Ux200: M159-20x-xxx-xxx, Ux300: M159-30x-xxx-xxx, Ux400: M159-40x-xxx-xxx, Ux110: M159-11x-xx-xxx, Ux300: M159-30x-xxx-xxx-B","SRED (CTLS): Ux110, FWUX 01.00.xx, FWUX 01.03.xx, Ux200, Vault 9.x.x, 5.x.x, AppManager 4.x.x, Ux300:, Vault 4.x.x, 7.x.x, 9.x.x, Ux110: FWUX 01.05.xx, Ux300: Vault 12.x.x, 4.x.x, SRED (CTLS): 5.x.x, Ux200: Vault 9.x.x, 01.03.xx, 01.00.xx, VFOP 7.x.x","","4-20266","3.x","OEM PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","1"
"Verifone, Inc.","Ux100 / Ux110","Ux100: M159-10x-xx-xxx, Ux110: M159-11x-xx-xxx, Ux100: M159-10x-xx-xxx Rev Bxx, Ux110: M159-11x-xx-xxx Rev Bxx, Ux300: M159-30x-xxx-xxx-x Rev Bxx, Ux100: M159-10x-xx-xxx Rev Cxx, Ux110: M159-11x-xx-xxx Rev Cxx","FWUX 01.00.xx, FWUX 01.03.xx, FWUX 01.05.xx, FWUX 01.06.xx","","4-20260","3.x","OEM EPP","30 Apr 2020","EPP","Online","MK/SK","Acquirer-controlled","Physical Keypad","Display,PIN Entry,SRED","0"
"Verifone, Inc.","Vx600 Bluetooth/ MPM-100","Vx600 Bluetooth:, M087-241-xx-xxx-3, M087-251-xx-xxx-3, M087-241-xx-xxx-3a, M087-251-xx-xxx-3a, MPM-100:, M087-261-xx-xxx-3","Non SRED: QT600101, SRED: QT600102, QT600103, QT600104, QT600105, QT600106, QT600107, CPESM (Touch screen MCU): Bootloader is v1.01, Applic #: v1.18, v1.20, QT600108, v3.21","","4-30073","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","N/A","Both","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Verifone, Inc.","e315, e315M","M087-311-x0-xxx, M087-312-x0-xxx, M087-313-x0-xxx","SRED:  QTE30102, QTE30104, QTE30201, QTE30202, QTE30203, Bootloader is v1.00, QTE50201, Applic #:  v2.03, v2.05, QTE30204, QTE30301.xxxxxxxx, QTE30205.xxxxxxxx, QTE30310.xxxxxxxx, OP: 1.x.x.x","","4-30111","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Verifone, Inc.","Vx685","M262-x7x-xx-xxx-3, M262-x7x-xx-xxx-3B, M262-x7x-xx-xxx-3C, M262-x7x-xx-xxx-3D","Non SRED: QT6Z0301.0, SRED:  QT6Z0301.1, QT6Z0303, QT6Z0304.xxxxxxxx","","4-10173","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Verifone, Inc.","Vx805","M280-70x-xx-xxx-3","QT850017, SRED: QT850104, QT850109, QT850110, QT850120, QT850121, QT850240, QT850340, QT850245, QT850240.xxxxxxxx, QTyy0400.xxxxxxxx, QTyy0500.xxxxxxxx","","4-10106","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,PIN Entry,OP,SRED","0"
"Verifone, Inc.","VX 690","M260-xxB-Cx-xxx-3B (first B= 3;5;6;7;8 (keypad type))","QT690500, OP: 1.x.x.x","","4-30259","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Verifone, Inc.","C520H","M252-253-Cx-xxx-4 (CTLS), M252-253-3x-xxx-4 (non-CTLS), M252-223-C5-xxx-4, M252-223-C5-xxx-4 (GPRS, CTLS), M252-223-3x-xxx-4 (GPRS, non-CTLS), M252-243-Cx-xxx-4 (WIFI-BT, M252-243-3x-xxx-4 (WIFI-BT, M252-253-Ex-xxx-4 (non-CTLS, non-Touch), M252-223-Ex-xxx-4 (GPRS, non-CTLS, M252-253-Cx-xxx-4B (CTLS), M252-253-3x-xxx-4B (nonCTLS)","QTyy0450.Xxxxxxxx, OP: 1.x.x.x, QTyy0460.xxxxxxxx","","4-30184","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Verifone, Inc.","C680, C680 WIFI-BT, C680 CDMA, C680 3G, C680 3G-BT-WiFi","M268-82x-Cx-xxx-4, M268-84x-Cx-xxx-4 (C680 WIFI-BT), M268-83x-Cx-xxx-4 (C680 CDMA), M268-85x-Cx-xxx-4 (C680 3G), M268-86x-Cx-xxx-4 (C680 3G-BT-WIFI), M268-823-8x-xxx-4 (CTLS- 2D Barcode)","QTyy0450.xxxxxxxx, OP: 1.x.x.x, QTyy0460.xxxxxxxx","","4-30178","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Verifone, Inc.","P200 / P200 Plus","H430-07-02-xx0-x0-A0 (P200), H430-07-32-xx0-x0-A0 (P200 Plus), H430-07-02-xx0-x0-A1 (P200), H430-07-32-xx0-x0-A1 (P200 Plus), H430-07-02-XX0-X0-A1 (P200), H430-07-32-XX0-X0-A1 (P200 Plus)","VAULT: 2.x.x, 3.x.x, 4.x.x, AppM: 7.x.x, 8.x.x, 9.x.x, VFSRED: 5.x.x, VFOP: 1.x.x, VAULT: 5.x.x, AppM: 10.x.x, VAULT: 7.x.x, AppM: 11.x.x, VFSRED: 7.x.x","","4-10196","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Verifone, Inc.","P400/P400 Plus","H435-07-02-xx0-x0-A0 (P400), H435-07-32-xx0-x0-A0 (P400 Plus), H435-07-02-xx0-x0-A1 (P400), H435-07-32-xx0-x0-A1 (P400 Plus), H435-07-02-XX0-X0-A0 (P400), H435-07-32-XX0-X0-A0 (P400 Plus), H435-07-02-XX0-X0-A1 (P400), H435-07-32-XX0-X0-A1 (P400 Plus)","VAULT: 2.x.x, 3.x.x, 4.x.x, AppM: 7.x.x, 8.x.x, 9.x.x, VFSRED: 5.x.x, VFOP: 1.x.x, VAULT: 5.x.x, AppM: 10.x.x, VAULT: 7.x.x, AppM: 11.x.x, VFSRED: 7.x.x","","4-10191","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Verifone, Inc.","V400m","H475-07-38-xxx-x1-B0 (V400m Plus 3G), H475-07-70-xxx-x1-B0 (V400m Plus 4G)","VAULT: 6.x.x, AppM: 10.x.x, VFSRED: 7.x.x, VFOP: 1.x.x, VAULT: 7.x.x, AppM: 11.x.x","","4-30260","5.x","PED","30 Apr 2026","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Verifone, Inc.","X10","SUB179-xx1-01-A, SUB179-xx1-02-A","Vault: 2.x.x;7.x.x;, AppM: 7.x.x; 11.x.x, VFSRED: 5.x.x; 7.x.x;, VFOP: 1.x.x","","4-10209","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Touch Screen","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Verifone, Inc.","e285","H445-07-30-0xx-00-B0  (BT/WiFi), H445-07-34-0xx-00-B0  (2G/BT/WiFi), H445-07-38-0xx-00-B0  (3G/BT/WiFi)","VAULT: 6.x.x, AppM: 10.x.x, VFSRED: 7.x.x, VFOP: 1.x.x, VAULT: 7.x.x, AppM: 11.x.x","","4-30276","5.x","PED","30 Apr 2026","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Verifone, Inc.","Vx675, Vx675 ECR","M265-xxx-xx-xxx-3","SRED: QT650101, QT650102, QT650103, QT650104, QT650120, QT650240, QT650340, QT650251, QT650252, QT650253, QT650245, QT650240.xxxxxxxx, QT650253.xxxxxxxx, QTyy0400.xxxxxxxx, QTyy0500.xxxxxxxx, QTyy0530.20171013, OP: 2.0.0.2","","4-10116","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,PIN Entry,OP,SRED","0"
"Verifone, Inc.","PP1000se v3","M180-08X-XX-XXX-3, H180-04-40-xxx-0x-A0","QT100270, QT100271, QT100272, QT100291.xxxxxxxx","","4-10170","3.x","PED","30 Apr 2020","PED","Online","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,CTLS,PIN Entry","0"
"Verifone, Inc.","PP1000se v3, PP1000se v3 CN","M180-08x-xx-xxx-4, H180-04-40-xxx-0x-A0","QT100280-xxxxxxxx, QT100290.xxxxxxxx, QT100291.xxxxxxxx","","4-10185","4.x","PED","30 Apr 2023","PED","Online","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,CTLS,PIN Entry","0"
"Verifone, Inc.","Vx680, Vx680-E1, Vx680 ECR","M268-70x-xx-xxn-3, M268-73x-xx-xxn-3, M268-74x-xx-xxn-3, M268-76x-xx-xxn-3, M268-77x-xx-xxn-3, M268-78x-xx-xxn-3, M268-79x-xx-xxn-3, M268-77x-xx-xxx-3B, M268-72x-xx-xxx-3, M268-72x-xx-xxx-3B","Non SRED: QT68x01D, QT680006, QT680010, QT680011, QT680012, QT680013, QT680014, QT680015, QT6B0015, QT6B0016, QT6B0017, QT6B0018, QT6B0019, QT6B0101, QT6B0102, QT6B0103, QT6B0104, SRED: QT680101, QT680102, QT680103, QT680104, QT680105, QT680106, QT680107, QT680108, QT680109, QT6G0109, QT680110, QT6G0110, QT6B0110, QT680111, QT6G0111, QT6B0111, QT680122, QT6G0122, QT6G0113, QT6G0114, QT6G0115, QT680120, QT6B0120, QT6G0240, QT680240, QT6B0240, QT680340, QT6G0340, QT6B0340, QT680301, QT6B0301, QT6B0121, QT6B0122, QT680243, QT6B0243, QT680241, QT680245, QT6B0245, QT6G0245, QT680240.xxxxxxxx, QT6B0240.xxxxxxxx, QT6G0240.xxxxxxxx, QTyy0400.xxxxxxxx, QTyy0500.xxxxxxxx, QTyy520.xxxxxxxx, QTyy0530.xxxxxxxx, OP: 2.x.x","","4-30053","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Both","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Verifone, Inc.","Vx820","M282-XXX-XX-XXX-3","Non-SRED: QT820010, QT820011, QT820012, QT820013, QT820014, QT820015, QT820016, SRED: QT820104, QT820106, QT820107, QT820109, QT820110, QT820111, QT820112, QT820113, QT820120, QT820121, QT820201, QT820240, QT820340, QT820301, QT820242, QT820241, QT820243, QT820244, QT820245, QT820240.xxxxxxxx, QT820246.xxxxxxxx, QTyy0400.xxxxxxxx, QTyy0500.xxxxxxxx, QTyy520.xxxxxxxx, QTyy0530.xxxxxxxx, OP: 2.x.x","","4-40054","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Verifone, Inc.","e355, e265, e265G","M087-351-x1-xxx, M087-361-x0-xxx, M087-381-x0-xxx, M087-381-xx-xxx","QTE35301.xxxxxxxx, OP: 1.x.x.x, QTE50301.xxxxxxxx, QTE35302.xxxxxxxx, QTE50320.xxxxxxxx, QTE50330.xxxxxxxx, QTE50340.xxxxxxxx, OP: 2.x.x","","4-30168","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Verifone, Inc.","Vx825","M283-70x-xx-xxx-3","QT830017, SRED: QT830104, QT830106, QT830109, QT830120, QT830240, QT830340, QT830241, QT830245, QT830246.xxxxxxxx, QTyy0400.xxxxxxxx, QTyy0500.xxxxxxxx, QTyy520.xxxxxxxx, QTyy0530.xxxxxxxx, OP: 2.x.x","","4-10107","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,PIN Entry,OP,SRED","0"
"Verifone, Inc.","V200c, V200c Plus, V200c CTLS","H420-03-03-XXX-X0-A0  (V200c), H420-07-03-XXX-X0-A0 (V200c CTLS), H420-07-33-XXX-X1-A0  (V200c Plus), H420-03-03-XXX-X0-A1  (V200c), H420-07-03-XXX-X0-A1 (V200c CTLS), H420-07-33-XXX-X1-A1  (V200c Plus), H420-03-03-XXX-X0-A2 (V200c), H420-07-03-XXX-X0-A2 (V200c CTLS), H420-07-33-XXX-X1-A2 (V200c Plus), H420-03-03-xxx-x0-A3 (V200c), H420-07-03-xxx-x0-A3 (V200c CTLS), H420-07-33-xxx-x1-A3 (V200c Plus)","Vault: 1.x.x, AppM: 6.x.x, VFSRED: 5.x.x, VFOP: 1.x.x, Vault: 2.x.x, AppM: 7.x.x, Vault: 3.x.x, AppM: 8.x.x, Vault: 4.x.x, AppM: 9.x.x, Vault: 5.x.x, AppM: 10.x.x, Vault: 7.x.x, AppM: 11.x.x, VFSRED: 7.x.x","","4-30182","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
